sample_id,who,watch_from,watch_until,youtube_url,start_sec,end_sec
gold_012,LEFT,6:08,7:08,https://www.youtube.com/watch?v=6RDkdbgzeAI&t=368,,
gold_013,LEFT,0:42,1:42,https://www.youtube.com/watch?v=WrWFSBLjWZU&t=41,,
gold_013,LEFT,0:42,1:42,https://www.youtube.com/watch?v=WrWFSBLjWZU&t=41,1:12,1:14
gold_013,LEFT,0:42,1:42,https://www.youtube.com/watch?v=WrWFSBLjWZU&t=41,1:32,1:32
gold_013,LEFT,0:42,1:42,https://www.youtube.com/watch?v=WrWFSBLjWZU&t=41,1:41,1:42
gold_013,LEFT,0:42,1:42,https://www.youtube.com/watch?v=WrWFSBLjWZU&t=41,,
gold_014,LEFT,0:53,1:53,https://www.youtube.com/watch?v=f6aNo5Mod9I&t=52,,
gold_014,LEFT,0:53,1:53,https://www.youtube.com/watch?v=f6aNo5Mod9I&t=52,1:30,1:30
gold_014,LEFT,0:53,1:53,https://www.youtube.com/watch?v=f6aNo5Mod9I&t=52,1:43,1:44
gold_014,LEFT,0:53,1:53,https://www.youtube.com/watch?v=f6aNo5Mod9I&t=52,,
gold_014,LEFT,0:53,1:53,https://www.youtube.com/watch?v=f6aNo5Mod9I&t=52,,
gold_015,LEFT,13:34,14:34,https://www.youtube.com/watch?v=Ak2Bm8mfL3w&t=813,13:36,13:37
gold_015,LEFT,13:34,14:34,https://www.youtube.com/watch?v=Ak2Bm8mfL3w&t=813,,
gold_015,LEFT,13:34,14:34,https://www.youtube.com/watch?v=Ak2Bm8mfL3w&t=813,,
gold_015,LEFT,13:34,14:34,https://www.youtube.com/watch?v=Ak2Bm8mfL3w&t=813,14:30,14:31
gold_015,LEFT,13:34,14:34,https://www.youtube.com/watch?v=Ak2Bm8mfL3w&t=813,,
