sample_id,video_id,pseudo_label,rule_score,score_x,score_y,score_z,ptp_x,ptp_y,ptp_z,hard_neg_rank,neg_type_nod,neg_type_turn,neg_type_mid,static_low_motion,track,n_each,shake_axis
pseudo_00064,NQEgTcXzwtY,0,15.95524817691265,26.02955458186453,15.95524817691265,12.660115493761113,26.939239144325256,17.793821811676025,26.230483055114746,1.3492646548770255,0,0,0,0,highconf,20,y
pseudo_00071,qSymgMQuVaM,0,5.28125670684247,11.016480635374052,5.28125670684247,4.934064959468973,14.335205316543579,6.523120045661926,7.413899660110474,1.1427804065820502,0,0,0,0,highconf,20,y
pseudo_00074,-uaFgyxn2kw,0,13.184807186082287,16.433189354298605,13.184807186082287,8.400951090114681,30.117574214935303,19.23362684249878,29.323631286621094,1.2605000277554799,0,0,0,0,highconf,20,y
pseudo_00075,N91omgpkthA,0,16.1727080178428,14.614571482151579,16.1727080178428,12.13200626006497,15.82904601097107,24.918562531471252,17.16048574447632,1.270738527478872,0,0,0,0,highconf,20,y
pseudo_00076,p99cIB7nHjw,0,11.040948647719194,45.33138390521083,11.040948647719194,23.520652686521515,49.612076073884964,37.170812010765076,30.910513877868652,5.639167899105933,1,0,0,0,highconf,20,y
pseudo_00078,yWUk1fDbAI4,0,17.16079744847718,12.278737071510832,17.16079744847718,27.197024343175016,13.783175945281982,28.4578914642334,32.9962215423584,3.265076828036275,0,0,1,0,highconf,20,y
pseudo_00008,DZ9QCoCRRtY,1,68.3355342713827,51.920408962489994,68.3355342713827,35.910443545464695,68.4983959197998,81.31464767456055,60.58791542053223,5.925777327997703,1,0,0,0,highconf,20,y
pseudo_00009,pSgpP1b0rHo,1,65.64654055064116,37.05019719228333,65.64654055064116,30.5242689083785,51.1467866897583,98.14204788208008,39.148305892944336,5.861212211333234,1,0,0,0,highconf,20,y
pseudo_00011,rwx5n0WfXCo,1,75.59791994650625,37.397904075387025,75.59791994650625,25.173559416979973,48.08679008483887,78.57351875305176,41.49310874938965,5.766846634519129,1,0,0,0,highconf,20,y
pseudo_00021,MkV7LSXtzkQ,1,52.9393671967768,32.84640359767399,52.9393671967768,31.473133157183334,50.366336822509766,73.96447944641113,35.375572204589844,5.6982864332087955,1,0,0,0,highconf,20,y
pseudo_00022,GW-cYEzShmY,1,67.26637205377344,35.47786892016183,67.26637205377344,25.422802931735568,45.87905979156494,81.23056030273438,49.02905464172363,5.76093149071529,1,0,0,0,highconf,20,y
pseudo_00023,qiqRKp3-rxc,1,60.322787569397434,24.148469836006143,60.322787569397434,28.22844615043746,48.05327033996582,68.19489669799805,35.3718638420105,1.5824591818500515,0,0,0,0,highconf,20,y
pseudo_00024,IhWJ47-ueiw,1,123.17875751859972,44.75588765733461,123.17875751859972,47.24763760644531,69.2023868560791,140.6968650817871,69.09582710266113,6.151043201982282,1,0,0,0,highconf,20,y
pseudo_00032,0_rZe8PJo-o,1,53.25133699359331,34.48987009197415,53.25133699359331,29.86080750996703,43.253700733184814,90.79534530639648,59.95948600769043,5.798875427451724,1,0,0,0,highconf,20,y
pseudo_00033,UTkuDYOIxKo,1,74.43161591838867,30.344005651407397,74.43161591838867,23.04116830403439,40.64218330383301,74.68725395202637,28.594729900360107,1.676876326274206,0,0,0,0,highconf,20,y
pseudo_00034,WQCx6AS53Wc,1,60.11691887951136,31.817349003467346,60.11691887951136,22.385947686670054,44.212130546569824,75.44178771972656,47.5003547668457,5.695382428633306,1,0,0,0,highconf,20,y
pseudo_00035,MJueiM5zCxs,1,66.83276797785923,28.97815179338553,66.83276797785923,31.842791765164165,37.71787643432617,84.60592651367188,45.13153648376465,1.7128111505022148,0,0,0,0,highconf,20,y
pseudo_00037,mVt6myGMa-0,1,61.81919436799358,39.48940857029195,61.81919436799358,33.71352989676403,48.670565605163574,79.42731285095215,43.14556694030762,5.79203064995768,1,0,0,0,highconf,20,y
pseudo_00047,qULqdIzvE-o,1,58.93706634272524,39.40768733335831,58.93706634272524,56.23841188559738,47.264482498168945,92.29414367675781,56.210293769836426,5.8555475917173725,1,0,0,0,highconf,20,y
pseudo_00055,qLfPQzNx-8s,1,54.54788732084099,41.65603289626429,54.54788732084099,32.9505519275066,59.578439712524414,81.03363227844238,57.67968940734863,5.821728490354855,1,0,0,0,highconf,20,y
pseudo_00056,k39nedJ6B5U,1,61.6253125300776,48.694734851241535,61.6253125300776,31.21667035781985,58.88551902770996,73.1312026977539,42.47488212585449,5.852603362001185,1,0,0,0,highconf,20,y
pseudo_00058,RbTQXe1Wjxw,1,57.117791985020666,56.99102198105053,57.117791985020666,39.314812949209625,68.54047775268555,96.56731033325195,60.9285945892334,6.052746771476765,1,0,0,0,highconf,20,y
pseudo_00063,c7NcnrOec5Y,1,75.77008863859821,28.22933390979731,75.77008863859821,46.0253903982524,51.327890396118164,106.91977310180664,48.718379974365234,1.8168922046070064,0,0,0,0,highconf,20,y
pseudo_00069,87bpWKdM100,1,62.19990669819599,31.53068646128648,62.19990669819599,29.56398437517793,42.76005458831787,71.78801727294922,43.71494674682617,5.674246950977611,1,0,0,0,highconf,20,y
pseudo_00073,jOVEs-4r1jc,1,84.05005091553826,46.66649135266442,84.05005091553826,43.87991075582451,49.45954704284668,102.41093444824219,51.73983573913574,5.9787195857678554,1,0,0,0,highconf,20,y
pseudo_00077,r-ts8-sJVko,1,87.31694250729282,29.88566528278084,87.31694250729282,32.57045612802048,39.78983545303345,101.50783920288086,44.52338409423828,1.8063958488422127,0,0,0,0,highconf,20,y
