sample_id,video_id,score_x,score_y,score_z,ptp_x,ptp_y,ptp_z,y_max_step,y_turns_raw,n_frames,static_low_motion,neg_type_nod,neg_type_turn,neg_type_mid,hard_neg_rank,rank_pos,rule_score,locked_z_pseudo_label
pseudo_00014,H_xMzAWWsNU,25.168228967692823,39.063281592789345,36.553344641318915,29.852309226989746,52.86250305175781,65.74505043029785,25.321258544921875,689,1500,0,0,0,0,1.5159948049357173,39.063281592789345,39.063281592789345,1
pseudo_00015,tNV8Dq88JFI,12.325932833976157,40.68614014156505,25.496959819521454,27.268208026885986,47.255950927734375,30.402079582214355,18.836493015289307,737,1500,0,0,0,0,1.3595390829784335,40.68614014156505,40.68614014156505,1
pseudo_00016,GKG2u7T1w2Y,28.096931993266722,50.45763529458539,31.740049494174347,48.53574466705322,84.27618026733398,50.75064277648926,30.868881225585938,700,1500,0,0,0,0,1.702350221269337,50.45763529458539,50.45763529458539,1
pseudo_00017,jZdqe7X4IZ4,41.336409667711,41.06012153403199,21.79400899971566,55.3634557723999,43.607666015625,32.704665184020996,5.384981572628021,743,1500,0,1,0,0,5.631402426755235,41.06012153403199,41.06012153403199,1
pseudo_00018,Q0WUgyqQ-4I,51.95363951886049,45.99291710681306,48.80570010649867,69.11951065063477,80.7700080871582,58.96935844421387,46.90332245826721,598,1500,0,1,0,0,5.923386435624396,45.99291710681306,45.99291710681306,1
pseudo_00019,L1jJn9KNjws,12.742016655442912,13.536280024579673,17.094087992514815,16.882400274276733,18.55039691925049,29.52058219909668,5.111464023590088,494,1500,0,0,0,0,1.2201721511506816,13.536280024579673,13.536280024579673,1
pseudo_00020,xHRe-mZsu8M,27.99188845752289,17.032627429717678,17.966603212423312,37.59919452667236,23.62937366962433,31.7034912109375,10.149102210998535,733,1500,0,0,0,0,1.3980657529233507,17.032627429717678,17.032627429717678,1
pseudo_00021,MkV7LSXtzkQ,32.84640359767399,52.9393671967768,31.473133157183334,50.366336822509766,73.96447944641113,35.375572204589844,23.60373306274414,640,1500,0,1,0,0,5.6982864332087955,52.9393671967768,52.9393671967768,1
pseudo_00022,GW-cYEzShmY,35.47786892016183,67.26637205377344,25.422802931735568,45.87905979156494,81.23056030273438,49.02905464172363,46.18060605227947,279,1500,0,1,0,0,5.76093149071529,67.26637205377344,67.26637205377344,1
pseudo_00023,qiqRKp3-rxc,24.148469836006143,60.322787569397434,28.22844615043746,48.05327033996582,68.19489669799805,35.3718638420105,50.726176261901855,747,1500,0,0,0,0,1.5824591818500515,60.322787569397434,60.322787569397434,1
pseudo_00024,IhWJ47-ueiw,44.75588765733461,123.17875751859972,47.24763760644531,69.2023868560791,140.6968650817871,69.09582710266113,106.10034942626953,176,1500,0,1,0,0,6.151043201982282,123.17875751859972,123.17875751859972,1
pseudo_00025,6tswigYQxag,32.070617638823684,38.73625847488862,41.15725904077929,37.331021308898926,63.20511054992676,43.42562484741211,36.52833843231201,725,1500,0,1,0,1,7.63673172913787,38.73625847488862,38.73625847488862,1
pseudo_00026,8PlPyrKM4cs,16.986047049988727,29.807908062491055,18.676579622122013,49.00053024291992,53.63411903381348,38.26387405395508,35.257761001586914,574,1500,0,0,0,1,3.4380310656689548,29.807908062491055,29.807908062491055,1
pseudo_00027,Fvsyr_nCpAw,20.966317446915482,40.24154501028006,35.090582536372935,33.31198787689209,54.35748291015625,55.177940368652344,12.432171821594238,780,1500,0,0,0,0,1.481450589019936,40.24154501028006,40.24154501028006,1
pseudo_00028,zIhDJWOjfCI,58.682639106448335,42.681289498761664,43.29790854898657,61.813405990600586,57.98407554626465,58.30084800720215,26.80944538116455,490,1500,0,1,0,0,5.876746768795806,42.681289498761664,42.681289498761664,1
pseudo_00029,p4ZNy6tbiiU,78.6979115181594,36.117097866840965,24.202866662936337,78.6060905456543,49.20847511291504,35.5754337310791,22.670216530561447,768,1500,0,1,0,1,8.033021490746169,36.117097866840965,36.117097866840965,1
pseudo_00030,rRCPKtLSef4,23.90632026290011,43.59804808698899,42.15212423373504,49.9017333984375,60.49005317687988,56.43431091308594,30.841474533081055,713,1500,0,0,0,0,1.5415134685134007,43.59804808698899,43.59804808698899,1
pseudo_00031,epAwpBdUiYU,22.872125066521633,12.79229753412013,6.275029296641602,38.81107139587402,17.728614807128906,9.649032354354858,2.1935267448425293,829,1500,0,0,0,0,1.3173643247008608,12.79229753412013,12.79229753412013,0
pseudo_00032,0_rZe8PJo-o,34.48987009197415,53.25133699359331,29.86080750996703,43.253700733184814,90.79534530639648,59.95948600769043,38.12871837615967,662,1500,0,1,0,0,5.798875427451724,53.25133699359331,53.25133699359331,1
pseudo_00033,UTkuDYOIxKo,30.344005651407397,74.43161591838867,23.04116830403439,40.64218330383301,74.68725395202637,28.594729900360107,21.352989196777344,735,1500,0,0,0,0,1.676876326274206,74.43161591838867,74.43161591838867,1
pseudo_00034,WQCx6AS53Wc,31.817349003467346,60.11691887951136,22.385947686670054,44.212130546569824,75.44178771972656,47.5003547668457,36.1167106628418,741,1500,0,1,0,0,5.695382428633306,60.11691887951136,60.11691887951136,1
pseudo_00035,MJueiM5zCxs,28.97815179338553,66.83276797785923,31.842791765164165,37.71787643432617,84.60592651367188,45.13153648376465,24.50926971435547,532,1500,0,0,0,0,1.7128111505022148,66.83276797785923,66.83276797785923,1
pseudo_00036,vI2hfZ3hGDM,32.32502943541352,26.434173094920702,22.571624799208276,38.07590985298157,62.69962501525879,39.36404895782471,24.52955389022827,725,1500,0,1,1,1,10.636748419430429,26.434173094920702,26.434173094920702,1
pseudo_00037,mVt6myGMa-0,39.48940857029195,61.81919436799358,33.71352989676403,48.670565605163574,79.42731285095215,43.14556694030762,53.34242820739746,727,1500,0,1,0,0,5.79203064995768,61.81919436799358,61.81919436799358,1
pseudo_00038,ayQLGgHx3co,28.168220485562852,13.441232433408052,18.724234086372416,35.93989849090576,31.778687477111816,49.371267318725586,12.247296333312988,654,1500,0,0,0,0,1.4405756422411875,13.441232433408052,13.441232433408052,1
pseudo_00039,uLE1b45zAN0,23.658988786466264,28.131053628899366,23.420405621712096,31.720210075378418,32.51267051696777,33.91132354736328,11.732069969177246,693,1500,0,0,0,1,3.3991532404495013,28.131053628899366,28.131053628899366,1
pseudo_00040,0e0e4tE42oY,23.123526067444843,12.739698866447405,12.969094575424055,41.6541748046875,20.0283203125,14.585090160369873,4.672411322593689,749,1500,0,0,0,0,1.3313768622369486,12.739698866447405,12.739698866447405,1
pseudo_00041,ftU60Qmh-pE,20.78376307423582,52.884574773636885,32.19821054118506,58.53050136566162,64.48454093933105,43.95861053466797,43.140597343444824,792,1500,0,0,0,0,1.5302603354390134,52.884574773636885,52.884574773636885,1
pseudo_00042,NAqVRJuZMD8,32.69035384593876,48.49060809150318,37.16332107490604,57.08004570007324,64.08111476898193,52.65928649902344,26.020126342773438,706,1500,0,1,0,0,5.647309112304297,48.49060809150318,48.49060809150318,1
pseudo_00043,Q0u2BSEimEo,7.547148037623714,7.1593609478646165,5.730271215205443,12.418373584747314,15.312891006469727,9.103774070739746,2.147462844848633,173,1500,0,0,0,0,1.1520359354085856,7.1593609478646165,7.1593609478646165,0
pseudo_00044,mU4XNYhEJNY,11.900573250852855,15.217701751243863,10.494951762797424,15.545448780059814,20.01890468597412,19.927448272705078,5.449758052825928,600,1500,0,0,0,0,1.2191002559383992,15.217701751243863,15.217701751243863,0
pseudo_00045,DxrVhhxyxlM,37.98574093838683,21.02870230241261,39.897414045178365,44.44567446783185,64.34701538085938,42.872623443603516,48.33041000366211,792,1500,0,1,1,1,10.701592486288165,21.02870230241261,21.02870230241261,1
pseudo_00046,sCdn0hyfxYw,30.446541489447213,15.308725077789193,23.27356836345653,35.962522983551025,18.82550483942032,30.450624465942383,3.0975112915039062,830,1500,0,0,0,0,1.3985929390915737,15.308725077789193,15.308725077789193,1
pseudo_00047,qULqdIzvE-o,39.40768733335831,58.93706634272524,56.23841188559738,47.264482498168945,92.29414367675781,56.210293769836426,37.955724120140076,548,1500,0,1,0,0,5.8555475917173725,58.93706634272524,58.93706634272524,1
pseudo_00048,3kzx1BBJYDw,59.3214335163714,50.45676506260351,41.72402679114365,77.11703872680664,74.13490295410156,53.252986907958984,24.204341888427734,370,1500,0,1,0,0,5.963888849934222,50.45676506260351,50.45676506260351,1
pseudo_00049,fJ2BOxlucBQ,11.755502718589836,16.87244690111507,11.899683142041862,23.352976083755493,26.471421718597412,16.27998447418213,10.235503554344177,676,1500,0,0,0,0,1.2499121357788854,16.87244690111507,16.87244690111507,1
pseudo_00050,MLz-8ghlWUE,49.73293792840221,25.936328627846535,41.840418235405465,57.09804725646973,34.46685218811035,38.646546363830566,9.865441918373108,689,1500,0,1,0,1,7.669663640224574,25.936328627846535,25.936328627846535,1
pseudo_00051,e-XXxjlOOB8,53.023538789549235,29.92598300547042,35.11301891509202,58.896610260009766,42.689857482910156,43.91340446472168,4.654047966003418,623,1500,0,1,0,1,7.7436846753100435,29.92598300547042,29.92598300547042,1
pseudo_00052,YzPThnV66Pk,38.980839478108265,26.932652982520693,26.124177768791828,41.22953224182129,36.786075592041016,43.82770919799805,5.886172771453857,715,1500,0,1,0,1,7.573738772741288,26.932652982520693,26.932652982520693,1
pseudo_00053,96_F4gCW2eg,26.363363859536843,36.24330885315841,20.580789755482833,32.99380397796631,59.61234092712402,22.220727920532227,5.579860210418701,726,1500,0,0,0,1,3.561695343230989,36.24330885315841,36.24330885315841,1
pseudo_00054,2XWkpFoQn_E,31.257141764903217,28.00561584014723,28.548689091400195,39.081873178482056,74.82401275634766,44.34030342102051,21.018619537353516,749,1500,0,0,1,1,6.6866914814307705,28.00561584014723,28.00561584014723,1
pseudo_00055,qLfPQzNx-8s,41.65603289626429,54.54788732084099,32.9505519275066,59.578439712524414,81.03363227844238,57.67968940734863,53.620240211486816,613,1500,0,1,0,0,5.821728490354855,54.54788732084099,54.54788732084099,1
pseudo_00056,k39nedJ6B5U,48.694734851241535,61.6253125300776,31.21667035781985,58.88551902770996,73.1312026977539,42.47488212585449,35.25875449180603,605,1500,0,1,0,0,5.852603362001185,61.6253125300776,61.6253125300776,1
pseudo_00057,eiqEXQrOuIU,19.3070017707932,18.213163005166447,14.804371545920606,49.10852336883545,68.1448745727539,31.888054847717285,36.8023157119751,812,1500,0,0,1,1,6.5337943905717015,18.213163005166447,18.213163005166447,1
pseudo_00058,RbTQXe1Wjxw,56.99102198105053,57.117791985020666,39.314812949209625,68.54047775268555,96.56731033325195,60.9285945892334,7.618927001953125,553,1500,0,1,0,0,6.052746771476765,57.117791985020666,57.117791985020666,1
pseudo_00059,wxp8uTNhvs0,54.55927003291397,43.67540931868399,44.1241632041399,67.75829696655273,86.42336654663086,63.73112869262695,20.148133277893066,651,1500,0,1,0,0,5.977709533062294,43.67540931868399,43.67540931868399,1
pseudo_00060,A0HmdHU7Jms,42.35624699270266,34.12320171897516,22.207119630489103,53.77296590805054,55.26214027404785,36.814876556396484,13.613401412963867,483,1500,0,1,0,1,7.699873171297266,34.12320171897516,34.12320171897516,1
pseudo_00061,v-qTIR5vxWs,23.43711656061093,33.61154303961988,42.35301308837538,34.279841899871826,58.70606231689453,42.84495162963867,36.13471037149429,698,1500,0,0,0,1,3.5279014771905817,33.61154303961988,33.61154303961988,1
pseudo_00062,GVsoOyn12Ck,37.96514226562227,40.92666633534833,29.68595912684381,56.50801944732666,59.63862228393555,40.60698318481445,26.1514949798584,597,1500,0,1,0,0,5.6778445340759,40.92666633534833,40.92666633534833,1
pseudo_00063,c7NcnrOec5Y,28.22933390979731,75.77008863859821,46.0253903982524,51.327890396118164,106.91977310180664,48.718379974365234,66.57151985168457,578,1500,0,0,0,0,1.8168922046070064,75.77008863859821,75.77008863859821,1
pseudo_00064,NQEgTcXzwtY,26.02955458186453,15.95524817691265,12.660115493761113,26.939239144325256,17.793821811676025,26.230483055114746,2.402681350708008,785,1500,0,0,0,0,1.3492646548770255,15.95524817691265,15.95524817691265,1
pseudo_00065,eIEBI2_Y14Q,55.24567068998647,48.807685798698515,38.62680982737564,64.75238227844238,63.156782150268555,46.75749206542969,21.256669998168945,687,1500,0,1,0,0,5.868240617651207,48.807685798698515,48.807685798698515,1
pseudo_00066,9o-81SSaXcI,24.355160177448763,22.760803120397533,21.614824414531178,41.862231731414795,37.00335216522217,29.39130973815918,10.946146726608276,858,1500,0,0,0,1,3.4285683626005987,22.760803120397533,22.760803120397533,1
pseudo_00067,EgeWk8MSGdU,36.38004324708518,44.39360849340491,24.569593511817136,49.156859397888184,50.56834030151367,30.857467651367188,22.03091526031494,513,1500,0,1,0,0,5.61664213397842,44.39360849340491,44.39360849340491,1
pseudo_00068,vAVBZSgXeeo,22.210794637809055,40.76841743898292,27.32452821009095,31.673502922058105,56.394405364990234,28.468010425567627,10.569456577301025,712,1500,0,0,0,0,1.5040799732030419,40.76841743898292,40.76841743898292,1
pseudo_00069,87bpWKdM100,31.53068646128648,62.19990669819599,29.56398437517793,42.76005458831787,71.78801727294922,43.71494674682617,38.36090087890625,764,1500,0,1,0,0,5.674246950977611,62.19990669819599,62.19990669819599,1
pseudo_00070,lLrPmgnL1AY,46.99580358847608,38.82685363876247,30.838516003046372,50.58309364318848,47.01686191558838,44.99570083618164,20.755260229110718,614,1500,0,1,0,1,7.705042345462703,38.82685363876247,38.82685363876247,1
pseudo_00071,qSymgMQuVaM,11.016480635374052,5.28125670684247,4.934064959468973,14.335205316543579,6.523120045661926,7.413899660110474,1.7123241424560547,892,1500,0,0,0,0,1.1427804065820502,5.28125670684247,5.28125670684247,0
pseudo_00072,Ot-d-PmuhOY,33.58206190385959,52.12802295473644,26.93538329651314,45.16133950650692,98.26238250732422,49.27021312713623,57.45484733581543,182,1500,0,1,0,0,5.8271325315752165,52.12802295473644,52.12802295473644,1
pseudo_00073,jOVEs-4r1jc,46.66649135266442,84.05005091553826,43.87991075582451,49.45954704284668,102.41093444824219,51.73983573913574,68.77419185638428,610,1500,0,1,0,0,5.9787195857678554,84.05005091553826,84.05005091553826,1
pseudo_00074,-uaFgyxn2kw,16.433189354298605,13.184807186082287,8.400951090114681,30.117574214935303,19.23362684249878,29.323631286621094,8.137485980987549,813,1500,0,0,0,0,1.2605000277554799,13.184807186082287,13.184807186082287,0
pseudo_00075,N91omgpkthA,14.614571482151579,16.1727080178428,12.13200626006497,15.82904601097107,24.918562531471252,17.16048574447632,4.9307098388671875,780,1500,0,0,0,0,1.270738527478872,16.1727080178428,16.1727080178428,1
pseudo_00076,p99cIB7nHjw,45.33138390521083,11.040948647719194,23.520652686521515,49.612076073884964,37.170812010765076,30.910513877868652,7.8008387088775635,632,1500,0,1,0,0,5.639167899105933,11.040948647719194,11.040948647719194,1
pseudo_00077,r-ts8-sJVko,29.88566528278084,87.31694250729282,32.57045612802048,39.78983545303345,101.50783920288086,44.52338409423828,82.43717193603516,590,1500,0,0,0,0,1.8063958488422127,87.31694250729282,87.31694250729282,1
pseudo_00078,yWUk1fDbAI4,12.278737071510832,17.16079744847718,27.197024343175016,13.783175945281982,28.4578914642334,32.9962215423584,6.597661972045898,762,1500,0,0,0,1,3.265076828036275,17.16079744847718,17.16079744847718,1
pseudo_00079,OrOZuWk9FH4,15.863633043560439,23.314361037630093,12.932986988610082,21.830718994140625,45.99115753173828,21.63009262084961,29.90435028076172,824,1500,0,0,0,1,3.3885921180942957,23.314361037630093,23.314361037630093,1
pseudo_00080,A4jnhOZK8iY,40.6691157451044,32.84225317370374,24.858029662312404,43.89113664627075,57.03125762939453,49.6462287902832,12.291818618774414,658,1500,0,1,0,1,7.691847445598016,32.84225317370374,32.84225317370374,1
