sample_id,video_id,pseudo_label,rule_score,score_x,score_y,score_z,ptp_x,ptp_y,ptp_z,hard_neg_rank,neg_type_nod,neg_type_turn,neg_type_mid,static_low_motion,track,n_each,shake_axis
pseudo_00053,96_F4gCW2eg,0,36.24330885315841,26.363363859536843,36.24330885315841,20.580789755482833,32.99380397796631,59.61234092712402,22.220727920532227,3.561695343230989,0,0,1,0,all,40,y
pseudo_00054,2XWkpFoQn_E,0,28.00561584014723,31.257141764903217,28.00561584014723,28.548689091400195,39.081873178482056,74.82401275634766,44.34030342102051,6.6866914814307705,0,1,1,0,all,40,y
pseudo_00057,eiqEXQrOuIU,0,18.213163005166447,19.3070017707932,18.213163005166447,14.804371545920606,49.10852336883545,68.1448745727539,31.888054847717285,6.5337943905717015,0,1,1,0,all,40,y
pseudo_00060,A0HmdHU7Jms,0,34.12320171897516,42.35624699270266,34.12320171897516,22.207119630489103,53.77296590805054,55.26214027404785,36.814876556396484,7.699873171297266,1,0,1,0,all,40,y
pseudo_00061,v-qTIR5vxWs,0,33.61154303961988,23.43711656061093,33.61154303961988,42.35301308837538,34.279841899871826,58.70606231689453,42.84495162963867,3.5279014771905817,0,0,1,0,all,40,y
pseudo_00064,NQEgTcXzwtY,0,15.95524817691265,26.02955458186453,15.95524817691265,12.660115493761113,26.939239144325256,17.793821811676025,26.230483055114746,1.3492646548770255,0,0,0,0,all,40,y
pseudo_00066,9o-81SSaXcI,0,22.760803120397533,24.355160177448763,22.760803120397533,21.614824414531178,41.862231731414795,37.00335216522217,29.39130973815918,3.4285683626005987,0,0,1,0,all,40,y
pseudo_00070,lLrPmgnL1AY,0,38.82685363876247,46.99580358847608,38.82685363876247,30.838516003046372,50.58309364318848,47.01686191558838,44.99570083618164,7.705042345462703,1,0,1,0,all,40,y
pseudo_00071,qSymgMQuVaM,0,5.28125670684247,11.016480635374052,5.28125670684247,4.934064959468973,14.335205316543579,6.523120045661926,7.413899660110474,1.1427804065820502,0,0,0,0,all,40,y
pseudo_00074,-uaFgyxn2kw,0,13.184807186082287,16.433189354298605,13.184807186082287,8.400951090114681,30.117574214935303,19.23362684249878,29.323631286621094,1.2605000277554799,0,0,0,0,all,40,y
pseudo_00075,N91omgpkthA,0,16.1727080178428,14.614571482151579,16.1727080178428,12.13200626006497,15.82904601097107,24.918562531471252,17.16048574447632,1.270738527478872,0,0,0,0,all,40,y
pseudo_00076,p99cIB7nHjw,0,11.040948647719194,45.33138390521083,11.040948647719194,23.520652686521515,49.612076073884964,37.170812010765076,30.910513877868652,5.639167899105933,1,0,0,0,all,40,y
pseudo_00078,yWUk1fDbAI4,0,17.16079744847718,12.278737071510832,17.16079744847718,27.197024343175016,13.783175945281982,28.4578914642334,32.9962215423584,3.265076828036275,0,0,1,0,all,40,y
pseudo_00079,OrOZuWk9FH4,0,23.314361037630093,15.863633043560439,23.314361037630093,12.932986988610082,21.830718994140625,45.99115753173828,21.63009262084961,3.3885921180942957,0,0,1,0,all,40,y
pseudo_00080,A4jnhOZK8iY,0,32.84225317370374,40.6691157451044,32.84225317370374,24.858029662312404,43.89113664627075,57.03125762939453,49.6462287902832,7.691847445598016,1,0,1,0,all,40,y
pseudo_00003,cDXtKSnAEQs,1,39.076573330761505,36.63313866328537,39.076573330761505,23.90307096445762,50.88106942176819,49.32391357421875,30.508864879608154,5.6129509545039475,1,0,0,0,all,40,y
pseudo_00004,fosfLImKexU,1,48.921205804620456,27.384051367397436,48.921205804620456,12.176983678257585,46.26489448547363,66.95176315307617,27.04649829864502,1.6085993294393552,0,0,0,0,all,40,y
pseudo_00008,DZ9QCoCRRtY,1,68.3355342713827,51.920408962489994,68.3355342713827,35.910443545464695,68.4983959197998,81.31464767456055,60.58791542053223,5.925777327997703,1,0,0,0,all,40,y
pseudo_00009,pSgpP1b0rHo,1,65.64654055064116,37.05019719228333,65.64654055064116,30.5242689083785,51.1467866897583,98.14204788208008,39.148305892944336,5.861212211333234,1,0,0,0,all,40,y
pseudo_00011,rwx5n0WfXCo,1,75.59791994650625,37.397904075387025,75.59791994650625,25.173559416979973,48.08679008483887,78.57351875305176,41.49310874938965,5.766846634519129,1,0,0,0,all,40,y
pseudo_00013,O98D2Tlgs-E,1,50.70986302693699,29.00172750544168,50.70986302693699,29.76868238093423,48.63608741760254,76.09370613098145,40.169782638549805,1.670485805709324,0,0,0,0,all,40,y
pseudo_00014,H_xMzAWWsNU,1,39.063281592789345,25.168228967692823,39.063281592789345,36.553344641318915,29.852309226989746,52.86250305175781,65.74505043029785,1.5159948049357173,0,0,0,0,all,40,y
pseudo_00015,tNV8Dq88JFI,1,40.68614014156505,12.325932833976157,40.68614014156505,25.496959819521454,27.268208026885986,47.255950927734375,30.402079582214355,1.3595390829784335,0,0,0,0,all,40,y
pseudo_00016,GKG2u7T1w2Y,1,50.45763529458539,28.096931993266722,50.45763529458539,31.740049494174347,48.53574466705322,84.27618026733398,50.75064277648926,1.702350221269337,0,0,0,0,all,40,y
pseudo_00017,jZdqe7X4IZ4,1,41.06012153403199,41.336409667711,41.06012153403199,21.79400899971566,55.3634557723999,43.607666015625,32.704665184020996,5.631402426755235,1,0,0,0,all,40,y
pseudo_00018,Q0WUgyqQ-4I,1,45.99291710681306,51.95363951886049,45.99291710681306,48.80570010649867,69.11951065063477,80.7700080871582,58.96935844421387,5.923386435624396,1,0,0,0,all,40,y
pseudo_00021,MkV7LSXtzkQ,1,52.9393671967768,32.84640359767399,52.9393671967768,31.473133157183334,50.366336822509766,73.96447944641113,35.375572204589844,5.6982864332087955,1,0,0,0,all,40,y
pseudo_00022,GW-cYEzShmY,1,67.26637205377344,35.47786892016183,67.26637205377344,25.422802931735568,45.87905979156494,81.23056030273438,49.02905464172363,5.76093149071529,1,0,0,0,all,40,y
pseudo_00023,qiqRKp3-rxc,1,60.322787569397434,24.148469836006143,60.322787569397434,28.22844615043746,48.05327033996582,68.19489669799805,35.3718638420105,1.5824591818500515,0,0,0,0,all,40,y
pseudo_00024,IhWJ47-ueiw,1,123.17875751859972,44.75588765733461,123.17875751859972,47.24763760644531,69.2023868560791,140.6968650817871,69.09582710266113,6.151043201982282,1,0,0,0,all,40,y
pseudo_00027,Fvsyr_nCpAw,1,40.24154501028006,20.966317446915482,40.24154501028006,35.090582536372935,33.31198787689209,54.35748291015625,55.177940368652344,1.481450589019936,0,0,0,0,all,40,y
pseudo_00028,zIhDJWOjfCI,1,42.681289498761664,58.682639106448335,42.681289498761664,43.29790854898657,61.813405990600586,57.98407554626465,58.30084800720215,5.876746768795806,1,0,0,0,all,40,y
pseudo_00030,rRCPKtLSef4,1,43.59804808698899,23.90632026290011,43.59804808698899,42.15212423373504,49.9017333984375,60.49005317687988,56.43431091308594,1.5415134685134007,0,0,0,0,all,40,y
pseudo_00032,0_rZe8PJo-o,1,53.25133699359331,34.48987009197415,53.25133699359331,29.86080750996703,43.253700733184814,90.79534530639648,59.95948600769043,5.798875427451724,1,0,0,0,all,40,y
pseudo_00033,UTkuDYOIxKo,1,74.43161591838867,30.344005651407397,74.43161591838867,23.04116830403439,40.64218330383301,74.68725395202637,28.594729900360107,1.676876326274206,0,0,0,0,all,40,y
pseudo_00034,WQCx6AS53Wc,1,60.11691887951136,31.817349003467346,60.11691887951136,22.385947686670054,44.212130546569824,75.44178771972656,47.5003547668457,5.695382428633306,1,0,0,0,all,40,y
pseudo_00035,MJueiM5zCxs,1,66.83276797785923,28.97815179338553,66.83276797785923,31.842791765164165,37.71787643432617,84.60592651367188,45.13153648376465,1.7128111505022148,0,0,0,0,all,40,y
pseudo_00037,mVt6myGMa-0,1,61.81919436799358,39.48940857029195,61.81919436799358,33.71352989676403,48.670565605163574,79.42731285095215,43.14556694030762,5.79203064995768,1,0,0,0,all,40,y
pseudo_00041,ftU60Qmh-pE,1,52.884574773636885,20.78376307423582,52.884574773636885,32.19821054118506,58.53050136566162,64.48454093933105,43.95861053466797,1.5302603354390134,0,0,0,0,all,40,y
pseudo_00042,NAqVRJuZMD8,1,48.49060809150318,32.69035384593876,48.49060809150318,37.16332107490604,57.08004570007324,64.08111476898193,52.65928649902344,5.647309112304297,1,0,0,0,all,40,y
pseudo_00047,qULqdIzvE-o,1,58.93706634272524,39.40768733335831,58.93706634272524,56.23841188559738,47.264482498168945,92.29414367675781,56.210293769836426,5.8555475917173725,1,0,0,0,all,40,y
pseudo_00048,3kzx1BBJYDw,1,50.45676506260351,59.3214335163714,50.45676506260351,41.72402679114365,77.11703872680664,74.13490295410156,53.252986907958984,5.963888849934222,1,0,0,0,all,40,y
pseudo_00055,qLfPQzNx-8s,1,54.54788732084099,41.65603289626429,54.54788732084099,32.9505519275066,59.578439712524414,81.03363227844238,57.67968940734863,5.821728490354855,1,0,0,0,all,40,y
pseudo_00056,k39nedJ6B5U,1,61.6253125300776,48.694734851241535,61.6253125300776,31.21667035781985,58.88551902770996,73.1312026977539,42.47488212585449,5.852603362001185,1,0,0,0,all,40,y
pseudo_00058,RbTQXe1Wjxw,1,57.117791985020666,56.99102198105053,57.117791985020666,39.314812949209625,68.54047775268555,96.56731033325195,60.9285945892334,6.052746771476765,1,0,0,0,all,40,y
pseudo_00059,wxp8uTNhvs0,1,43.67540931868399,54.55927003291397,43.67540931868399,44.1241632041399,67.75829696655273,86.42336654663086,63.73112869262695,5.977709533062294,1,0,0,0,all,40,y
pseudo_00062,GVsoOyn12Ck,1,40.92666633534833,37.96514226562227,40.92666633534833,29.68595912684381,56.50801944732666,59.63862228393555,40.60698318481445,5.6778445340759,1,0,0,0,all,40,y
pseudo_00063,c7NcnrOec5Y,1,75.77008863859821,28.22933390979731,75.77008863859821,46.0253903982524,51.327890396118164,106.91977310180664,48.718379974365234,1.8168922046070064,0,0,0,0,all,40,y
pseudo_00065,eIEBI2_Y14Q,1,48.807685798698515,55.24567068998647,48.807685798698515,38.62680982737564,64.75238227844238,63.156782150268555,46.75749206542969,5.868240617651207,1,0,0,0,all,40,y
pseudo_00067,EgeWk8MSGdU,1,44.39360849340491,36.38004324708518,44.39360849340491,24.569593511817136,49.156859397888184,50.56834030151367,30.857467651367188,5.61664213397842,1,0,0,0,all,40,y
pseudo_00068,vAVBZSgXeeo,1,40.76841743898292,22.210794637809055,40.76841743898292,27.32452821009095,31.673502922058105,56.394405364990234,28.468010425567627,1.5040799732030419,0,0,0,0,all,40,y
pseudo_00069,87bpWKdM100,1,62.19990669819599,31.53068646128648,62.19990669819599,29.56398437517793,42.76005458831787,71.78801727294922,43.71494674682617,5.674246950977611,1,0,0,0,all,40,y
pseudo_00072,Ot-d-PmuhOY,1,52.12802295473644,33.58206190385959,52.12802295473644,26.93538329651314,45.16133950650692,98.26238250732422,49.27021312713623,5.8271325315752165,1,0,0,0,all,40,y
pseudo_00073,jOVEs-4r1jc,1,84.05005091553826,46.66649135266442,84.05005091553826,43.87991075582451,49.45954704284668,102.41093444824219,51.73983573913574,5.9787195857678554,1,0,0,0,all,40,y
pseudo_00077,r-ts8-sJVko,1,87.31694250729282,29.88566528278084,87.31694250729282,32.57045612802048,39.78983545303345,101.50783920288086,44.52338409423828,1.8063958488422127,0,0,0,0,all,40,y
